Restaurant	Note	Prix	Cuisine	Service	Avis	URL
Les Grands Buffets - Narbonne	2.0	NE	Négative	Négative	Nous y avons mangés de multiples fois ces 10 dernieres annees les 2 dernieres fois cuisine nettement inferieure  , trop de monde temps d'attente impossible ,desserts insipides meme si le canard au sang sauve un peu l'ensemble  Mefiez vous egalement des reservations car prelevement systematique de 5 euros par convives meme 1 ans avant votre annulation ! Comme quoi le plus difficile  est de durer	https://www.tripadvisor.fr/ShowUserReviews-g187155-d1903797-r973090092-Les_Grands_Buffets-Narbonne_Aude_Occitanie.html
Les Grands Buffets - Narbonne	5.0	NE	Positive	Positive	Super endroit produits au top ! Beaucoup de choix Et grand merci à Bruno et Simon qui se sont occupés de notre table avec beaucoup de gentillesse et attention ! Très professionnels tous et deux et de très bons conseils	https://www.tripadvisor.fr/ShowUserReviews-g187155-d1903797-r970837077-Les_Grands_Buffets-Narbonne_Aude_Occitanie.html
Bistrot André - Grenoble	5.0	Positive	Positive	NE	Cadre agréable,  accueil chaleureux, repas sophistiqué,  très bon rapport qualité prix,  nous conseillons ce restaurant	https://www.tripadvisor.fr/ShowUserReviews-g187272-d10312929-r979356744-Bistro_Andre-Valence_Drome_Auvergne_Rhone_Alpes.html
Le Bombay	4.0	NE	Positive	Positive	Les plats sont très bon et l’accueil est très sympathique je le recommande et j’y retournerais avec plaisir	https://www.tripadvisor.fr/ShowUserReviews-g187264-d795433-r749431431-Le_Bombay-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Le Marrakech - Annecy	3.0	NE	Neutre	Négative	Beau restaurant, au vu des critiques , je n'ai pas hésité, cependant je suis déçue, car oui il y a de la quantité, mais la qualité est moyenne..les boulettes du couscous pas terrible, les merguez trop sèches  et de plus ..l'accueil  est très froid...	https://www.tripadvisor.fr/Restaurant_Review-g187260-d1992149-Reviews-or105-Le_Marrakech-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Le Chalet Restaurant - Annecy	5.0	Positive	Positive	Positive	Nous le conseillons vivement,  Super endroit, cuisine bonne et de qualité serveurs au top, pas trop d attente....prix raisonnable	https://www.tripadvisor.fr/ShowUserReviews-g187260-d5799201-r950236972-Le_Chalet_Restaurant-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
"""""""Chateau de la commanderie - Grenoble"""""""	1.0	Négative	Positive	Négative	"""""""Le cadre du chateau de la commanderie est vraiment magnifique, les salles sont joliment décorées et les tables également très agréable. Les plats sont variés sans que la carte ne soit trop longue. Cependant, le service laisse clairement à désirer et gâche un peu ce cadre magnifique. Exemple de ce qui nous est arrivé : 1. J'ai commandé une belle bouteille de bordeaux 2003. Le """"""""sommelier"""""""" vient avec la bouteille pour présentation et tente d'ouvrir le bouchon. Celui-ci se casse. Il part en réserve et revient avec une autre bouteille. Même chateau, mais 2006 en m'arguant qu'il n'avait plus l'année 2003. Soit. Le soucis est que sur la note, la bouteille a été facturée au prix du 2003 et non du 2006. Au prix de la bouteille, je trouve cela un peu gonflé. 2. Une des serveuses, est venu tout d'abord pour enlever nos couverts propres avant de servir l'entrée, puis est revenue pour remettre les anciens couverts et revenus une 3ème fois pour en remettre d'autre en s'excusant de s'etre trompée... Sentiment de grand amateurisme. 3. Enfin dernier point, dans mon plat, j'avais un petit ramequin avec un croustillant posé sur le dessus. L'assiette m'a été apporté avec le ramequin vide. Et quelques minutes plus tard, un serveur est venu m'apporter un ramequin plein avec le jus ou devait être trempé le croustillant... Donc en conclusion, trés belle adresse, bons plats, mais service absolument pas à la hauteur des lieux ni de l'addition,"""""""	"""""""https://www.tripadvisor.fr/ShowUserReviews-g672838-d1025014-r456120039-Chateau_de_la_Commanderie-Eybens_Grenoble_Isere_Auvergne_Rhone_Alpes.html"""""""
Le Gratin Dauphinois - Grenoble	5.0	Positive	Positive	Positive	Je suis allée 2 fois au gratin dauphinois, jamais déçue ! Gratins de ravioles délicieux, copieux, servis avec une belle salade. Idéal pour le déjeuner, service rapide et efficace.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d9856054-r689879482-Le_Gratin_Dauphinois-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Brasserie Chavant Grenoble	2.0	Négative	Négative	NE	Le jour J arrive : la ST Valentin. J’avais dans l’idée d’aller dans ce restaurant mais vite complet on me dirige vers un autre établissement appartenant au patron. Nous dînons dans les salons du Park Hôtel. Ambiance chaleureuse. Et c’est tout ! Un foie gras mal marié, des ST Jacques bien cuites qui nageaient dans la sauce à salade, le magret de canard bon mais froid et un velouté champignon fort basique et à peine chaud. Le dessert n’était pas du tout bon et très étouffant. Le tout accompagné d’une bouteille de champagne incluse dans le menu. La note très salée ne reflète pas ce que nous avons mangé. J’ai été déçue qu’un tel établissement profite d’un salon d’hôtel pour faire croître son chiffre d’affaires plutôt que de se concentrer à pérenniser ses excellentes tables de la brasserie Chavant et le restaurant Chavant que nous fréquentons par ailleurs régulièrement.  Très très dommage !	https://www.tripadvisor.fr/Restaurant_Review-g187264-d3237883-Reviews-or135-Brasserie_Chavant_Grenoble-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Brasserie Georges - Lyon	5.0	NE	Positive	Positive	Très bel endroit à ne pas manquer ! Un service rapide, agréable et souriant grâce à Armel qui prend soin de vous et assure parfaitement sur la préparation du tartare ! Un vrai spectacle Nous reviendrons	https://www.tripadvisor.fr/Restaurant_Review-g187265-d695217-Reviews-or30-Brasserie_Georges-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Bistrot André - Grenoble	5.0	NE	Positive	Positive	C'est un endroit idéal pour découvrir de nouvelles saveurs ou redécouvrir des saveurs enfouies, dans une ambiance et un cadre sympathique. Vous pouvez reféliciter les cuisines et le service...que du bonheur.	https://www.tripadvisor.fr/ShowUserReviews-g187272-d10312929-r972813551-Bistro_Andre-Valence_Drome_Auvergne_Rhone_Alpes.html
La Fondue - Grenoble	3.0	NE	Négative	Positive	Fondue savoyarde : Rien d exceptionnel. Certainement trop bien habitué à ma fondue thermomix ou celle de megeve avec du vrai fromage :)  Personnel sympathique et serviable malgres tout. Mais nous n y retournerons pas, et si vous aimez le vrai goût laisser tomber vous risqueriez d être déçu (du moins pour la fondue savoyarde ...)	https://www.tripadvisor.fr/ShowUserReviews-g187264-d718663-r515991036-La_Fondue-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Bistrot André - Grenoble	5.0	NE	Positive	Positive	Parfait de l’accueil à l’assiette. Une justesse de cuisson remarquable. Essai réussi. Nous expérimenterons prochainement la table gastronomique.	https://www.tripadvisor.fr/ShowUserReviews-g187272-d10312929-r974559522-Bistro_Andre-Valence_Drome_Auvergne_Rhone_Alpes.html
Le Marrakech - Annecy	5.0	Positive	Positive	Positive	De passage à Annecy notre hôtel se trouvait à 2 pas du Marrakech. Les avis étaient mitigés mais nous avons quand même réservé une table ce qui était une bonne idée car le resto était plein. Nous y avons passé une très bonne soirée. Accueil discret, nous avions une belle table qui nous était retenue dans un cadre oriental très chaleureux. Commandé 2 couscous, sans doute le meilleur que j'ai mangé de ma vie et copieux avec cela. Le patron est communicatif il est vrai mais poli et sympathique. Cerise sur le gâteau d excellents vins du Maroc sont proposés à des prix corrects aussi. Bref, je mets rarement 5 étoiles mais la c'est sans hésitation.	https://www.tripadvisor.fr/Restaurant_Review-g187260-d1992149-Reviews-or120-Le_Marrakech-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Une Semaine sur Deux - Grenoble	5.0	NE	Positive	Positive	J'ai vraiment aimé la façon dont c'était préparé,le service était également très bon.Nous avons vraiment apprécié.Merci beaucoup	https://www.tripadvisor.fr/ShowUserReviews-g187264-d3580943-r954081074-Une_Semaine_sur_Deux-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Le Gratin Dauphinois - Grenoble	5.0	NE	Positive	Positive	Bonne cuisine tres bons vins avec de bon conseils pour les accords avec les plats, accueil très agreable et ambiance cool.Je recommande la reservation, c est souvent nécessaire pour etre sûr d être reçu. Bravo l équipe, c est une belle adresse.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d9856054-r717215898-Le_Gratin_Dauphinois-Grenoble_Isere_Auvergne_Rhone_Alpes.html
La Fondue - Grenoble	4.0	NE	Positive	NE	Pour une première venue à la fondue je n ai pas été déçu. Nous faisons d habitude nos fondues à la maison pour être sûr de la qualité. Nous avons choisi des variantes (au bleu et aux champignons de la forêt) et les 2 étaient très originales et très bonnes. Bien sûr les puristes diront que ce n’est pas de la fondue mais c’est à essayer et à tester les yeux fermés. Je recommande	https://www.tripadvisor.fr/ShowUserReviews-g187264-d718663-r726204513-La_Fondue-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Brasserie Georges - Lyon	5.0	NE	Positive	Positive	Un service irréprochable de la part d Adrien et Miguel , enfin des professionnels ça fait plaisir Merci vraiment.  Un bon repas également, huîtres,  quenelles, Tartare préparé devant nous avec classe Miguel. Nous garderons un très bon souvenir.	https://www.tripadvisor.fr/Restaurant_Review-g187265-d695217-Reviews-or15-Brasserie_Georges-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Les Terrasses de Lyon - Lyon	4.0	Neutre	Positive	Négative	Une vue exceptionnelle sur les toits de Lyon, un cadre très raffiné pour une cuisine pleine de surprise. Les produits sont travaillés juste comme il faut avec des associations de goût originales. Mention spéciale au menu végétarien. Petit bémol pour la coupe de Champagne un peu chère et le service parfois aléatoire.  Mais au total, un voyage qui reste plaisant et laisse des sensations agréables.	https://www.tripadvisor.fr/ShowUserReviews-g187265-d3727154-r690479637-Les_Terrasses_de_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Le Gurtlerhoft - Strasbourg	5.0	Positive	NE	Positive	Excellent restaurant, service, qualité-prix! Nous sommes revenus à Strasbourg pour ce resto après 11 ans!	https://www.tripadvisor.fr/Restaurant_Review-g187075-d794843-Reviews-or60-Le_Gurtlerhoft-Strasbourg_Bas_Rhin_Grand_Est.html
Brasserie Chavant Grenoble	4.0	NE	Positive	NE	Très bon restau du début jusqu’à la fin avec des plats très bien présentés et très raffiné. Les desserts étaient aussi à tomber (les gaufres une tuerie). Salles très joliment décorées mais un petit bémol par rapport à la climatisation de l’étage : il faisait déjà froid dehors, je comprend l’intérêt de mettre la clim à l’étage à cause des grosses chaleurs mais j’étais juste devant et j’ai eu beau demander 3 fois au serveurs de baisser la clim j’avais de plus en plus froid (et les personnes qui m’accompagnaient aussi) donc j’ai fini le repas avec un pull et ma veste.. dommage	https://www.tripadvisor.fr/Restaurant_Review-g187264-d3237883-Reviews-or105-Brasserie_Chavant_Grenoble-Grenoble_Isere_Auvergne_Rhone_Alpes.html
L'Entrecôte	5.0	NE	Positive	Positive	Excellent service , la viande était juste excellente !!! L accueil, le service ,l ambiance ont fait que nous étions un groupe d amis à avoir passé un excellent moment dans ce restaurant Merci à toute l équipe !!!	https://www.tripadvisor.fr/Restaurant_Review-g187265-d2075406-Reviews-or75-L_Entrecote-Lyon_Rhone_Auvergne_Rhone_Alpes.html
La Fondue - Grenoble	3.0	Négative	Positive	Neutre	La fondue porte bien son nom puisque les fondues sont bonnes et variées.  Cependant les prix sont vraiment trop élevés.  Payer une fondue au centre-ville de Grenoble  (dans un quartier peu reluisant) au même prix qu une fondue au pied des pistes me dérange un peu... Le cadre s y prête bien, service correct (peu de monde qd j y suis allé). Bref si vous ne pouvez pas la manger en station de ski, mangez la dans ce restaurant.. mais prévoyez un budget en conséquence... Privilégiez le parking sous terrain du musée de Grenoble pour vous éviter de tourner 30 minutes pour vous garer !	https://www.tripadvisor.fr/ShowUserReviews-g187264-d718663-r566963448-La_Fondue-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Les Terrasses Poulard - Le Mont-Saint-Michel	2.0	NE	Négative	NE	Cela ressemble plutôt à une arnaque touristique. On nous avait parlé de la fameuse omelette mais la réalité est toute autre. Sans grande saveur et avec une présentation très médiocre. Par contre, la vue y est belle sur la baie du Mont Saint Michel	https://www.tripadvisor.fr/ShowUserReviews-g196646-d3506371-r637672563-Les_Terrasses_Poulard-Mont_Saint_Michel_Manche_Basse_Normandie_Normandy.html
Chalet la Pricaz - Montmin	3.0	NE	Négative	Négative	Serveuse désagréable et susceptible, il faut changer de métier.. vue superbe,,  charcuterie bof, rien de spécial, fait arrêter se prendre les gens de haut . Fuyez	https://www.tripadvisor.fr/ShowUserReviews-g3528948-d3291536-r967676490-Chalet_la_Pricaz-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html
Une Semaine sur Deux - Grenoble	3.0	NE	Neutre	Négative	Bon mais trop de crème, beaucoup trop…J’ai choisi le saumon, un morceau quasi cru, j’ai fait repartir à la cuisson.L’autre en gravlax était vraiment trop amer et la crème au whisky était un choix franchement de très mauvais goût… le mélange avec le gravlax était vraiment immonde, amer au possible, le mariage était absolument une fausse note…L’œuf a la truffe très bon, mais encore trop de crème… ça baignait dedans…Le poisson, ok.Le suprême de poulet… de la crème et encore de la crème… ajoutez à cela une polenta crémeuse… plus la crème de légumes, et la crème tout court…Heureusement que la viande était solide, ça ressemblait à une texture type Ehpad…Franchement c’était bon mais pas extraordinaire… et des portions miniatures.A découvrir si on aime la crème à l’excès et les textures molles… la carotte et l’asperge ont relevé le niveau côté croquant mais pas côté goût, y’en avait juste pas… Sauf si on les trempait dans la crème…	https://www.tripadvisor.fr/ShowUserReviews-g187264-d3580943-r844417833-Une_Semaine_sur_Deux-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Brasserie Georges - Lyon	4.0	NE	Positive	NE	C’est la deuxième fois que nous nous rendons à la Brasserie Georges, et nous n’avons pas étaient déçus par nos choix.  Je vous recommande les yeux fermés la choucroute ! Un véritable régal lyonnais !	https://www.tripadvisor.fr/Restaurant_Review-g187265-d695217-Reviews-or15-Brasserie_Georges-Lyon_Rhone_Auvergne_Rhone_Alpes.html
La Belle Idée - Grenoble	5.0	NE	Positive	Positive	Excellente soirée. Table de 15, excellents plats de l’entrée au dessert, très copieux. Très beau choix de vins, et service exceptionnel.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2222187-r928260367-La_Belle_Idee-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Bistrot André - Grenoble	5.0	NE	Positive	Positive	Nous sommes venus manger à l’occasion de notre pacs.  Quel moment … incroyable ! De l’entrée au dessert en passant par le fromage ! Tout était top.  Mention spéciale à la sommelière qui était parfaite également et qui a su nous proposer un vin adapté chacun de nos plats.   Nous reviendrons !  Marjolaine & Rémy	https://www.tripadvisor.fr/ShowUserReviews-g187272-d10312929-r979822738-Bistro_Andre-Valence_Drome_Auvergne_Rhone_Alpes.html
Le Gratin Dauphinois - Grenoble	5.0	NE	Positive	Positive	C’était la première fois et c’est très bon. C’est autour du gratin, il est d’ailleurs délicieux, et bien sûr il n’y a pas que ça. C’est fin, frais et bien présenté. Très bien accueillis, service impeccable, bon timming. Les vins, top! nous avons goûté un blanc, un rouge. Conseils appropriés. Merci à Sylvain et son équipe. Je recommande.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d9856054-r581266187-Le_Gratin_Dauphinois-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Les Grands Buffets - Narbonne	1.0	NE	NE	NE	Anti commercial avec les enfants on comprend bien que ce n’est pas du tout la clientèle qu’ils recherchent. Trop de monde . Il y a quelques années c’était extraordinaire maintenant je n’irais plus	https://www.tripadvisor.fr/ShowUserReviews-g187155-d1903797-r959726184-Les_Grands_Buffets-Narbonne_Aude_Occitanie.html
La Peña Andaluza - Grenoble	4.0	NE	Positive	Positive	Excellent, chaleureux et très convivial. On se croit au pays. Merci pour votre accueil et votre sourire. On reviendra très bientôt...	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2357982-r772538490-La_Pena_Andaluza-Grenoble_Isere_Auvergne_Rhone_Alpes.html
L'Entrecôte	5.0	NE	Positive	Positive	Nous n’avons rien à envier des frites belges quand nous mangeons à l’entrecôte... ces petites allumettes sont succulentes surtout quand elles ont le goût de cette fameuse sauce verte. La viande est un feu d’artifice tant bien par sa cuisson que par sa sauce. Les serveurs sont à l’écoute, n’hésitez pas à lancer les discussions ! Seul regret : ceux qui sont satisfaits ne prennent pas le temps d’écrire un commentaire comme moi, alors si mes quelques mots ont permis de vous convaincre, j’espère que vous perdurerez ces messages de satisfaction. Les hollandais au vernis rose	https://www.tripadvisor.fr/Restaurant_Review-g187265-d2075406-Reviews-or180-L_Entrecote-Lyon_Rhone_Auvergne_Rhone_Alpes.html
La Ferme à Dédé - Grenoble	5.0	NE	Neutre	Neutre	Très bien accueillis. Malgré une erreur de réservation, on a eu une table. Plats très bons, manque un peu de charcuterie avec la raclette pour 2 si gros mangeurs.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d718658-r870516285-La_Ferme_a_Dede_Grenoble_Centre-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Les Grands Buffets - Narbonne	5.0	Neutre	Positive	NE	Une occasion unique de goûter le lapin à la royalle, le canard au sang dont la sauce est préparée devant vous et beaucoup d'autres mets délicats en dégustant un verre de champagne ( 25€ la bouteille)	https://www.tripadvisor.fr/ShowUserReviews-g187155-d1903797-r972561793-Les_Grands_Buffets-Narbonne_Aude_Occitanie.html
Les Grands Buffets - Narbonne	5.0	NE	Positive	Positive	a faire une fois dans sa vie, c est génial, personnel au top et super agréable,  ça change des restos de pisse vinaigre qui se la pètent.	https://www.tripadvisor.fr/ShowUserReviews-g187155-d1903797-r967718042-Les_Grands_Buffets-Narbonne_Aude_Occitanie.html
Le Gurtlerhoft - Strasbourg	4.0	NE	Positive	Positive	Restaurant sympa, serveur également. Choucroute 6 pièces généreuses et très bien réussite. Flammenkuech très bonne également. Servit de manière généreuse de manière globale. Bien placé mais pas de vue sur la cathédrale.	https://www.tripadvisor.fr/Restaurant_Review-g187075-d794843-Reviews-or180-Le_Gurtlerhoft-Strasbourg_Bas_Rhin_Grand_Est.html
Brasserie Chavant Grenoble	5.0	NE	Neutre	Positive	Elle se trouve comme une maison traditionnelle à Grenoble, toute renouvelée et accueillante ! Le service est chic et présent tout le temps. Petits amuse goule incroyablement délicieux et charmants. Plats de moyenne qualité, mais pas mal.	https://www.tripadvisor.fr/Restaurant_Review-g187264-d3237883-Reviews-or105-Brasserie_Chavant_Grenoble-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Les Terrasses Poulard - Le Mont-Saint-Michel	1.0	Négative	Négative	Négative	"""Passez votre chemin ce restaurant n'est sûrement pas fait pour vous a moins que : - Vous accepté que vos couverts soient sales . - Vous acceptez d'êtres conciderez dit en """"terrasse"""" alors qu'il n'y en a pas ! Et donc de payer 1€60 .. - vous aimiez mangez dans un endroit sale ou le sol n'a certainement pas été lavé puisque nous somme arrivés au premier service (11h30) - vous aimiez regardez le serveur nettoyer les tables et tout mettre les saletés par terres et de ne jamais les ramasser ..  - votre omelette soit sans goût - que vos voisins de tables est un gros bout de plastique dans leur moules ..   - votre coca cola soit à 5€80 ou que votre sirop à l'eau 4€80 - Votre coulant au chocolat soit froids  - Votre mousse au chocolat n'en soit pas une mais du liquide au chocolat .. Bref n'y aller pas ! .. vraiment déçus.."""	https://www.tripadvisor.fr/ShowUserReviews-g196646-d3506371-r591406364-Les_Terrasses_Poulard-Mont_Saint_Michel_Manche_Basse_Normandie_Normandy.html
La veyrie - Bernin	4.0	Positive	Positive	Positive	Comme le propriétaire est le même que le restaurant très connu du Cinq au musée de Grenoble, la comparaison s'impose. Le cadre est totalement différent avec un terrasse et une vue que la fraîcheur de cette soirée de fin février ne nous ont pas permis d'apprécier. Avec une température adéquate cela doit être magnifique. Le décor est identique à celui du Cinq, vielles tables, chaises et canapés dépareillés donnant un ensemble plutôt chaleureux, assez Bobo... Le carte et la préparation des plats paraît un degré supérieur au Cinq, Filet aux Cèpes et Risotto excellents. Rapport qualité / prix tout à fait acceptable. Accès perdu au fond du coteau avec parking privé. Accueil et service correct et discret.	https://www.tripadvisor.fr/ShowUserReviews-g858498-d8263818-r568279069-La_Veyrie-Bernin_Isere_Auvergne_Rhone_Alpes.html
Brasserie Chavant Grenoble	4.0	NE	Positive	Positive	Premier abord : La décoration ''Chic'', dans les tons blanc et beige. Une fois passée ceci, tout va bien. La carte présente un choix correct. Les plats sont bien proportionnés et ''accueillants''. Le service est au top avec une brigade fournie. Bel endroit pour un dîner.	https://www.tripadvisor.fr/Restaurant_Review-g187264-d3237883-Reviews-or210-Brasserie_Chavant_Grenoble-Grenoble_Isere_Auvergne_Rhone_Alpes.html
La Fondue - Grenoble	5.0	NE	Positive	Positive	Nous étions un groupe de 7 personnes. Pour 30€ on a eu une très bonne fondue savoyarde avec une assiette de charcuteries  + salade + pommes de terre, pichet de rouge, 2 digestifs et l’œuf pour racler le fond de fromage à la fin. Accueil super sympa et service très attentionné	https://www.tripadvisor.fr/ShowUserReviews-g187264-d718663-r146934002-La_Fondue-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Chalet la Pricaz - Montmin	2.0	NE	Négative	Négative	Nous sommes déjà venu plusieurs fois puisque nous somme du coin, c'était agréable mais cette année nul !!! Déjà si vous travaillez jusqu'à 20h, ce n'est pas la peine de réserver car nous pouvons commander que jusqu'à 21h (vous comprenez les cuistots partent après nous à t'on répondu .. )   Donc en gros si vous avez envie de passer un moment agréable en prenant l'apéro s'est raté car à peine arriver on vous balance les plats sur les genoux... en plus froid et pas cuit comme nous l'avions demandé !   Rien d'agréable, il faut le chronomètre pour manger et nous avons vraiment la sensation de déranger auprès des serveuses !   Bref, il faudrait que certains et certaines revoit leur métier ! Mais de toute façon ils s'en foutent ils sont pleins tous l'été avec des personnes qui ne reviendrons pas !  Bien déçu !	https://www.tripadvisor.fr/ShowUserReviews-g3528948-d3291536-r804967059-Chalet_la_Pricaz-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html
Le Marrakech - Annecy	3.0	NE	Neutre	Négative	Superbe décoration. On se croirait vraiment au Maroc.  Cependant, service très moyen par une personne qui ne connaît pas bien les plats et qui se permet une remarque lors de la commande.  Service qui tarde pour une boisson - apéritif et qui nous place dans un couloir de passage alors que plein d’autres tables plus confortables sont disponibles. La pastilla n’était pas assez cuite et nous avions demandé une grande nous avons reçu une petite à la place : la serveuse nous dit que ce qu’il y a à l’intérieur est exactement la même chose que dans la grande (....encore heureux! ) je lui signale que c’est le prix qui change... bref. Pas sûr de retourner dans ce lieu pour un service aussi déplorable et peu chaleureux.	https://www.tripadvisor.fr/Restaurant_Review-g187260-d1992149-Reviews-or120-Le_Marrakech-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Le Gratin Dauphinois - Grenoble	5.0	Positive	Positive	Positive	Très copieux, vraiment bon, serveurs disponibles, aimables et surtout PAS envahissants.Je recommande !	https://www.tripadvisor.fr/ShowUserReviews-g187264-d9856054-r625633034-Le_Gratin_Dauphinois-Grenoble_Isere_Auvergne_Rhone_Alpes.html
La Belle Idée - Grenoble	4.0	Positive	Positive	Négative	"""Restaurant sympa où il faut réserver. Le menu n'est pas très cher 24€ et assez bon feuilleté de st Marcellin ou assiette de charcuterie en entrée, en plat un bon gratin de ravioles au chèvre ou un poisson en papillote ou une viande et un dessert. Un bémol sur le service un peu long et une ambiance interne au resto pas top, le """"patron"""" qui engueule son employé devant les clients, peut être une journée tendue pour lui mais c'est un peu bizarre en tant que client. Sympa mais je ne pense pas revenir"""	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2222187-r602983368-La_Belle_Idee-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Une Semaine sur Deux - Grenoble	1.0	NE	Négative	Négative	Premier restau après le confinement... Ce n'était pas vraiment la peine fe sortir !! Service nul : les serveurs ne connaissaient pas les plats, demandaient si c'était bon toutes les 5 minutes ; nourriture assez misérable : des saint Jacques au beurre d'escargot (bonjour la subtilité), un Paris-Gre avec une vieille pâte à chou toute molle et une crème sans goût, un vin conseillé mais vraiment sans âme... Ça a du changer de proprio après le covid, ce n'est pas possible autrement. Ou alors les avis de Tripadvisor ne veulent rien dire...	https://www.tripadvisor.fr/ShowUserReviews-g187264-d3580943-r757136966-Une_Semaine_sur_Deux-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Chalet la Pricaz - Montmin	4.0	Positive	Positive	Positive	On pourrait penser qu’il s’agit d’un « attrape touriste » de par sa localisation, mais la Pricaz reste un lieu incontournable du lac d’Annecy ! Une terrasse avec une vue à couper le souffle (réservez quelques jours à l’avance et demandez une table au bord), un personnel aimable et réactif, des produits locaux, rapport qualité/prix très honnête. Idéal au coucher de soleil !	https://www.tripadvisor.fr/ShowUserReviews-g3528948-d3291536-r765128477-Chalet_la_Pricaz-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html
Les Terrasses de Lyon - Lyon	4.0	Négative	Négative	Négative	Repas d’anniversaire en famille. Beaucoup de difficultés pour obtenir une réservation (en semaine le mercredi soir) même en si prenant 2 mois à l’avance.Accueil inexistant et aucun voiturier sur place. Curieux pour la qualité de l’établissement. Très belle salle de restauration avec une très belle vue. Des fautes de service inacceptables pour un restaurant étoilé. Les menus distribués aux convives avaient les prix…. Quand on invite ses hôtes…. C’est un peu gênant, et les hommes servis avant les dames…. Je dois être vieille France!!!!Le repas est bon mais certains plats manquaient d’assaisonnement. En revanche, des belles idées de plat que l’on ne mangent pas souvent et qui sont originales. Le menu à 135€ promettait une très belle expérience mais après dégustation, nous avons convenu que ce dernier n’était pas à la hauteur d’un restaurant etoilé.	https://www.tripadvisor.fr/ShowUserReviews-g187265-d3727154-r928321012-Les_Terrasses_de_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html
La veyrie - Bernin	4.0	Neutre	Neutre	Positive	Panorama exceptionnel déjeuner dans le jardin Cuisine correcte service perfectible Prix corrects volia	https://www.tripadvisor.fr/ShowUserReviews-g858498-d8263818-r501483747-La_Veyrie-Bernin_Isere_Auvergne_Rhone_Alpes.html
Le Gurtlerhoft - Strasbourg	5.0	NE	Positive	Positive	Super accueillant, repas très copieux! Le lieu est vraiment magnifique, ça reste un endroit calme même avec du monde, Je recommande vivement.	https://www.tripadvisor.fr/Restaurant_Review-g187075-d794843-Reviews-or90-Le_Gurtlerhoft-Strasbourg_Bas_Rhin_Grand_Est.html
Brasserie Chavant Grenoble	4.0	Neutre	Positive	NE	il y a bien longtemps que je n'ai pas dégusté avec autant de plaisir un plat de calamars.l'accompagnement choisi était un petit plat de rizoto absolument délicieux. L'intérêt est aussi  de pouvoir diner en arrivant à  22 heures dans un établissement !  pour celles et ceux qui doivent limiter leurs dépenses tout en éprouvant un réel plaisir: prenez une assiette de petit mets d'aperos, un verre de vin et un plat. Car il est vrai , les prix sont plurôt élevés mais à la hauteur de la qualité. Je conseille ce restaurant!	https://www.tripadvisor.fr/Restaurant_Review-g187264-d3237883-Reviews-or120-Brasserie_Chavant_Grenoble-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Le Chalet Restaurant - Annecy	4.0	NE	Positive	Neutre	Nous avions réservé préalablement sur internet une table pour deux personnes un midi. Accueil très chaleureux par la personne qui a nous à placer à notre table. Prise de commande rapide mais temps d’attente trop longue. Le serveur qui s’est occupé de nous n’était pas très souriant et accueillant. Nous avons été servi 40 min après avoir commandé notre plat principal (une fondue moitié moitié). Repas très bon malgré tout et au bord du thiou c’est magnifique malgré la pluie qui c’était également invité.	https://www.tripadvisor.fr/ShowUserReviews-g187260-d5799201-r958462229-Le_Chalet_Restaurant-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
L'Entrecôte	5.0	Positive	NE	NE	Je recommande restaurant très convivial , rapport qualité prix bon. Très bien pour passer j’ bon moment un soir de semaine entre amis.	https://www.tripadvisor.fr/Restaurant_Review-g187265-d2075406-Reviews-or165-L_Entrecote-Lyon_Rhone_Auvergne_Rhone_Alpes.html
